tweetID,tweetText,retweeted,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetdate,userID,userScreen,userName,userLocation,userTimezone,Coordinates,Language,TweetPlace,Tweetcountry,countrycode
1498406502054387713,"If you or your friends want to help ukrainian army personaly, you can donate to the most prominent charity fund, wh… https://t.co/npr4ddTkJp",False,3,2,Twitter for Android,2022-02-28 21:15:23+00:00,1352208020059598849,HubUkrainian,Sophia Zherebchuk,"Kyiv, Ukraine",,,en,Ukraine,Ukraine,UA
1498406480080478211,@fiteingjerboa Можна купити одну і за допомогою останків загиблого вирастити цілий город,False,0,1,Twitter for Android,2022-02-28 21:15:18+00:00,54493013,jaxx_vb,ДіджиЗСУталізатор,"Ukraine, Kyiv",,,uk,Ukraine,Ukraine,UA
1498406444823203841,@ng_ukraine нажаль:( сирени не вщухають,False,0,0,Twitter for iPhone,2022-02-28 21:15:10+00:00,46360854,desyatnyk,Oleksiy Desyatnyk,,,,uk,Ukraine,Ukraine,UA
1498406181462810625,@slon_hh До 400 мг кофеїну,False,0,1,Twitter for iPhone,2022-02-28 21:14:07+00:00,63181023,woof_woofer,My Mom always said,"Kyïv, Ukraine",,,uk,Ukraine,Ukraine,UA
1498406120393744398,"‼️NOW‼️ “Iskander” rocket in Brovary, Kyiv region
‼️ ATTENTION! Air raid sirens in Brovary! https://t.co/WAnF6SZROq",False,1,0,Twitter for iPhone,2022-02-28 21:13:52+00:00,1498314815542079488,Ukraine_SID,Ukraine - War - Police - SID,Ukraine,,,en,Ukraine,Ukraine,UA
1498406056715816964,@DanLamothe Thanks. 😇,False,0,0,Twitter for Android,2022-02-28 21:13:37+00:00,1360630181535371273,imchriscaro,𝕮𝖍𝖗𝖎𝖘 𝕮𝖆𝖗𝖔 🇺🇦,,,,en,Ukraine,Ukraine,UA
1498405964575395845,#ForTheHague #StopRussianAggression #StopBelorussianAggression #BelarusIsAWarCriminal #RussiaInvidedUkraine… https://t.co/IEeMO225jr,False,0,0,Twitter for Android,2022-02-28 21:13:15+00:00,26212976,SilenceAndFire,Irene Barhatnaya,"Kiev, Ukraine",,,und,Ukraine,Ukraine,UA
1498405959118503941,https://t.co/L7VXAwwLN9,False,10,49,Twitter for Android,2022-02-28 21:13:14+00:00,21739336,cgtr,Пороблено,Чернігів,,,und,Ukraine,Ukraine,UA
1498405949886943233,ох и поднимется у нас рождаемость после всего этого дерьма.,False,0,17,Twitter for iPhone,2022-02-28 21:13:12+00:00,1436284742937235456,foxy_and_classy,Лисичка,Ukraine,,,ru,Ukraine,Ukraine,UA
1498405885323972612,https://t.co/2CAKBVEnwS,False,3,23,Twitter for Android,2022-02-28 21:12:56+00:00,21739336,cgtr,Пороблено,Чернігів,,,und,Ukraine,Ukraine,UA
1498405859709304838,"На завтра потрібна допомога!
  
Домовилися, є метал!!! 

Потрібні автогенщики, зварювальники, займатимемося зварюва… https://t.co/LIhWxbtVil",False,5,1,Twitter for iPhone,2022-02-28 21:12:50+00:00,4112753783,ArtemFysun,Artem Fysun,,,,uk,Ukraine,Ukraine,UA
1498405658307309569,"Реальность не та, что мы знали об этом
И нам не успели сказать...
Не то, чтоб держали под строгим секретом...
Реаль… https://t.co/xVooSnUuGY",False,0,0,Twitter for Android,2022-02-28 21:12:02+00:00,1464303159078232076,slavaboguya,оксамит,,,,ru,Ukraine,Ukraine,UA
1498405652976345090,"@compdemon @P22067877 Ось інфа, але тут мова про ""артилерістів""
https://t.co/i9NTeWoPV4",False,0,0,Twitter for Android,2022-02-28 21:12:01+00:00,54493013,jaxx_vb,ДіджиЗСУталізатор,"Ukraine, Kyiv",,,uk,Ukraine,Ukraine,UA
1498405642930987009,"More than 800 indian students are stucked in sumy.we are unable to go hungry or poland,situation is getting worsed… https://t.co/pmGVWmrG29",False,4,1,Twitter for Android,2022-02-28 21:11:58+00:00,1495154896814977030,pandey9621,Dr chandranshu pandey,Ukraine,,,en,Ukraine,Ukraine,UA
1498405614506201092,https://t.co/snTuJxgqjR,False,10,71,Twitter for Android,2022-02-28 21:11:52+00:00,21739336,cgtr,Пороблено,Чернігів,,,und,Ukraine,Ukraine,UA
1498405608264974341,"@Olha_Rev Теж таке не покоє , Зеля може нам таке зробити , мені дуже не хочеться аби Україна остаточно перетворилас… https://t.co/2JwSrBYNC1",False,1,10,Twitter for Android,2022-02-28 21:11:50+00:00,1234151228873039872,BukowinBukowina,BukowinBukowina,,,,uk,Ukraine,Ukraine,UA
1498405542041198595,@tyspectives @KnownOrigin_io ❤️❤️❤️,False,0,0,Twitter for iPhone,2022-02-28 21:11:34+00:00,1410882423513100288,IrinAngles,Irina ⚫️🔲▪️,Украина,,,und,Ukraine,Ukraine,UA
1498405537242923021,Цей таймлайн))) https://t.co/0BO3VxvIIX,False,0,5,Twitter for iPhone,2022-02-28 21:11:33+00:00,1295255232923000832,nebydlo_,Чаєлюбне небидло (сорі за тавтологію),"Kyiv, Ukraine",,,ru,Ukraine,Ukraine,UA
1498405512991457286,"@TIKA_mp3 @KnownOrigin_io TY dear Tika.  It was the longest minting, cause internet is poor here and sirens are eve… https://t.co/1Z8LYXAasb",False,0,1,Twitter for iPhone,2022-02-28 21:11:27+00:00,1410882423513100288,IrinAngles,Irina ⚫️🔲▪️,Украина,,,en,Ukraine,Ukraine,UA
1498405422360846344,https://t.co/7JfeCdwtpY,False,40,126,Twitter for Android,2022-02-28 21:11:06+00:00,21739336,cgtr,Пороблено,Чернігів,,,und,Ukraine,Ukraine,UA
1498405381600600064,@bamr69 Та йому нормально.,False,0,2,Twitter for Android,2022-02-28 21:10:56+00:00,52801795,tumick,Олександр Тумак 🇺🇦,Київ,,,uk,Ukraine,Ukraine,UA
1498405362294087681,если когда меня дети спросят какой у меня был самый хуевый накур то я им скажу это тогда когда взяла напас пиздатей… https://t.co/UgfmYPgQo0,False,0,1,Twitter for iPhone,2022-02-28 21:10:52+00:00,2473816051,bipolyaro4kaaa,нежнятинка,,,,ru,Ukraine,Ukraine,UA
1498405314026254337,"Мрії стають реальністю,якщо думки перетворюються в дії https://t.co/itt9Hmy8p2",False,0,1,Twitter for iPhone,2022-02-28 21:10:40+00:00,1167919239388434432,HlibStoiko,Hlibushek 🇺🇦,Mars ,,,uk,Ukraine,Ukraine,UA
1498405308523327489,@katreentea https://t.co/WLnS7sWUTf,False,0,1,Twitter for iPhone,2022-02-28 21:10:39+00:00,295607930,Blad_Moran,Blad Morana🇺🇦,Украина,,,und,Ukraine,Ukraine,UA
1498405152428072972,"@MadamSavvy Yes, the Russian army feeds its soldiers with food that was expired in 2015!",False,0,2,Twitter for iPhone,2022-02-28 21:10:02+00:00,1469388088745074693,mihaylova_jpg,Anastasia Mihaylova,Украина,,,en,Ukraine,Ukraine,UA
1498405040473751553,"Great thread on developments to date in the war, including how the Russian military appears to have adjusted today.… https://t.co/0YjdpL7qbV",False,51,148,Twitter for Android,2022-02-28 21:09:35+00:00,2467139606,NeilPHauer,Neil Hauer,Currently: Ukraine,,,en,Ukraine,Ukraine,UA
1498405002062274562,Воїн! 💪🏽 https://t.co/rnaJ4j299x,False,0,2,Twitter for iPhone,2022-02-28 21:09:26+00:00,4112753783,ArtemFysun,Artem Fysun,,,,uk,Ukraine,Ukraine,UA
1498404929169469443,@OstAnatoliy @kremen_x Яяя,False,0,0,Twitter for iPhone,2022-02-28 21:09:08+00:00,63181023,woof_woofer,My Mom always said,"Kyïv, Ukraine",,,ru,Ukraine,Ukraine,UA
1498404882419785733,@Mr_Zach_Foster that the Russian army feeds its soldiers with food that was expired in 2015!,False,0,5,Twitter for iPhone,2022-02-28 21:08:57+00:00,1469388088745074693,mihaylova_jpg,Anastasia Mihaylova,Украина,,,en,Ukraine,Ukraine,UA
1498404785585901570,@JarofalivesA https://t.co/yrhuTAQDdJ,False,0,8,Twitter for iPhone,2022-02-28 21:08:34+00:00,295607930,Blad_Moran,Blad Morana🇺🇦,Украина,,,und,Ukraine,Ukraine,UA
1498404768703823873,@go_to_s1eep немношк 😅,False,0,0,Twitter for iPhone,2022-02-28 21:08:30+00:00,1436284742937235456,foxy_and_classy,Лисичка,Ukraine,,,ru,Ukraine,Ukraine,UA
1498404672062865414,@seize_the_crown А про шо синдром?,False,0,0,Twitter for iPhone,2022-02-28 21:08:07+00:00,62791527,PatHollmann,учілка учіла учат,Київ,,,ru,Ukraine,Ukraine,UA
1498404662403284993,"‼️Українці незламна нація!
Сила в нашій єдності!🇺🇦
Ми переможемо‼️
#БудемоЖити

‼️Ukrainians are an unbreakable nat… https://t.co/clkNor0wVr",False,2,0,Twitter for iPhone,2022-02-28 21:08:05+00:00,1498314815542079488,Ukraine_SID,Ukraine - War - Police - SID,Ukraine,,,und,Ukraine,Ukraine,UA
1498404639766724619,@Lugan4anin @katrinwerty От бульбашей ебаных прилетела,False,0,1,Twitter for iPhone,2022-02-28 21:07:59+00:00,1086735345868251136,scamp_rogue,scamp ↺,Украина,,,ru,Ukraine,Ukraine,UA
1498404618631589895,Thank you! I always liked your books! https://t.co/Tv8RDrLcf6,False,0,2,Twitter for Android,2022-02-28 21:07:54+00:00,90191090,YuliyaBushko,Yuliya Bushko,UA,,,en,Ukraine,Ukraine,UA
1498404392336306188,@ItechVK 🤣,False,1,4,Twitter for iPhone,2022-02-28 21:07:00+00:00,2395790593,ian_tanya,НепоганаТетяна,"Україна, Київ",,,und,Ukraine,Ukraine,UA
1498404304578916352,@staskoroliov Upd: мене випередили,False,0,0,Twitter for Android,2022-02-28 21:06:39+00:00,1008429179233361921,bez3be,Sasha,Kharkiv ,,,uk,Ukraine,Ukraine,UA
1498404259485962256,Якось робочий день пройшов дивно і не дуже продуктивно.,False,0,1,Twitter for Android,2022-02-28 21:06:29+00:00,1167090987283439617,NataNSYHJTJ,🇺🇦васната💜📝🇺🇦#StandWithUkraine,ОТ7💜 UA 🇺🇦,,,uk,Ukraine,Ukraine,UA
1498404252003278857,"@JulieAndreeva Супутникорий Інтернет, дуже швидкий і простий в налаштуванні. Закріпив, відключив 2 проводи. Всьо и…… https://t.co/7xSZ4pmwjo",False,0,1,Tweetbot for iΟS,2022-02-28 21:06:27+00:00,122034233,ArtemKorzh,Бути Українцем це честь.,Ukraine,,,uk,Ukraine,Ukraine,UA
1498404236744437765,@juli_archangel @lllemonworld @grivv Нахуй хай іде,False,0,4,Twitter for iPhone,2022-02-28 21:06:23+00:00,62791527,PatHollmann,учілка учіла учат,Київ,,,uk,Ukraine,Ukraine,UA
1498404210139971589,https://t.co/IRFfjxoxXn,False,0,2,Twitter for iPhone,2022-02-28 21:06:17+00:00,3174045111,mykolska,Nataliya Mykolska,Ukraine,,,und,Ukraine,Ukraine,UA
1498404196495855620,@annieshh_ Є така інфа,False,0,0,Twitter for iPhone,2022-02-28 21:06:14+00:00,4112753783,ArtemFysun,Artem Fysun,,,,uk,Ukraine,Ukraine,UA
1498404193564082186,Putana https://t.co/Pjm1BqiOS3,False,0,2,Twitter for Android,2022-02-28 21:06:13+00:00,732910620606091264,viktor_tsepish,Viktor Tserpish,Україна,,,es,Ukraine,Ukraine,UA
1498404193220104195,@one2367andnine @makhauser @drunk_cachallot Це я підозрюю на вчора,False,0,17,Twitter for Android,2022-02-28 21:06:13+00:00,742841183244845061,yCBETPI,хлопець у светрі (з пошкодженням),Україна,,,uk,Ukraine,Ukraine,UA
1498404113259839491,"У НАС ПАГІБШИХ НЄТ 
#РусскийМир https://t.co/T7t3ykRKOW",False,0,0,Twitter for iPhone,2022-02-28 21:05:54+00:00,1486767571026206720,FilechkaEliseev,филя елисеев 🇺🇦,"Україна , Черкаси",,,uk,Ukraine,Ukraine,UA
1498403988596744194,"@staskoroliov Що, навіщо? Z їм намалювати і норм, а замість прапору України - Київ",False,0,0,Twitter for Android,2022-02-28 21:05:24+00:00,1008429179233361921,bez3be,Sasha,Kharkiv ,,,uk,Ukraine,Ukraine,UA
1498403946595037195,"@SawyerMerritt @elonmusk Great news, Thank you Elon for support Ukraina💙@elonmusk #StandForFreedom",False,1,1,Twitter for Android,2022-02-28 21:05:14+00:00,1453722485841559556,1648NA33E54,Oleksandr Voloshko,Київ,,,en,Ukraine,Ukraine,UA
1498403888617209856,Someday there will come a moment when we will have a president thanks to which the whole of Ukraine will gather in… https://t.co/E7MlUlxENe,False,4,16,Twitter for iPhone,2022-02-28 21:05:00+00:00,1372545335701164034,pertsevart,Pertseva 🇺🇦🙏,Украина,,,en,Ukraine,Ukraine,UA
1498403841989128195,@Xr_Trirogulivka @zloy_odessit Чмо ты ебучее! 😂,False,0,0,Twitter for Android,2022-02-28 21:04:49+00:00,110106264,MadSingerLive,Mad Singer,Ukraine,,,ru,Ukraine,Ukraine,UA
1498403675982737412,"@pacificbeetroot Впевнений, що руссковиті після цього все рівно будуть збиратись на «мммільніє акцьии»",False,0,0,Twitter for iPhone,2022-02-28 21:04:10+00:00,1472130988104990723,Md_emirsher,Чаплинський Бандерівець,,,,uk,Ukraine,Ukraine,UA
1498403531518365696,"A lot of people close to me need help. So I will help directly to those who are in need and refugees.
Together we a… https://t.co/wmUL0WcdOs",False,2,9,Twitter for iPhone,2022-02-28 21:03:35+00:00,1410882423513100288,IrinAngles,Irina ⚫️🔲▪️,Украина,,,en,Ukraine,Ukraine,UA
1498403465160269830,"200K+ #Google searches 4 @DowJones 6h old https://t.co/2gITj1r36e https://t.co/NGliv5lZbO 
#Ukraine 🌅 6:43 🌆 17:39… https://t.co/FE5MB6jnZj",False,0,0,trendsmetadata,2022-02-28 21:03:19+00:00,290889806,trendsmetadata,data about data,,,"{'type': 'Point', 'coordinates': [30.29367131, 49.21444832]}",fi,Ukraine,Ukraine,UA
1498403449318346752,#africanInUkraine https://t.co/XkFNwZ7cpX,False,0,1,Twitter for iPhone,2022-02-28 21:03:15+00:00,939602636973764608,olha_kurii,Olha Kurii,Україна,,,und,Ukraine,Ukraine,UA
1498403379328032769,@BorisJohnson It’s seems like Pootin 💩 doesn’t care and continue to destroy my country and kill innocent people 😩😩😩🇺🇦,False,0,1,Twitter for iPhone,2022-02-28 21:02:59+00:00,1497857614323064833,sushkoveronika1,Veronika Sushko,,,,en,Ukraine,Ukraine,UA
1498403330468552718,"@antosique Ну офігенна армія, колона поки іде 20-30 раз стане посрать і поригать",False,0,2,Twitter for iPhone,2022-02-28 21:02:47+00:00,1280838844162748417,poltava_xx,Пан Полтава🐱,,,,uk,Ukraine,Ukraine,UA
1498403228555304964,@makhauser @drunk_cachallot Я порахував за вас https://t.co/fv6LXjt0CH,False,2,59,Twitter for Android,2022-02-28 21:02:23+00:00,742841183244845061,yCBETPI,хлопець у светрі (з пошкодженням),Україна,,,uk,Ukraine,Ukraine,UA
1498403194438926338,"چیزایی میبینم که ای کاش هیچوقت نمیدیدم.
ماشینای جنگی سوخته سربازای که هرلحظه امکان مرگشون بود.ادمایی که فقط توفکرفر… https://t.co/YeQ9fAXEcG",False,0,2,Twitter for Android,2022-02-28 21:02:15+00:00,1273005355207987200,DanialHadavand,ДАН,,,,fa,Ukraine,Ukraine,UA
1498403181256130562,弟の友達、今21歳 https://t.co/7XYupRTGKi,False,9,90,Twitter for iPhone,2022-02-28 21:02:12+00:00,1498194039748837376,parkhomenko_bog,🇺🇦 パルホメンコ・ボグダン Parkhomenko Bogdan,Ukraine,,,ja,Ukraine,Ukraine,UA
1498403177963692035,"@food__junta @SmetanatBorschu @dendnepro @MyKyivUkraine Я там в бані, але якщо то про відео з Байрактарами і цистер… https://t.co/oarrNj7OEJ",False,0,1,Twitter for Android,2022-02-28 21:02:11+00:00,54493013,jaxx_vb,ДіджиЗСУталізатор,"Ukraine, Kyiv",,,uk,Ukraine,Ukraine,UA
1498403134246461441,"Обращение Министра Иностранных дел @DmytroKuleba к русскоязычным мира.
#StopPutin
#Ukraine
Please retweet
https://t.co/ZpC6lW5M8S",False,5,7,Twitter for Android,2022-02-28 21:02:00+00:00,2266760812,Automaidan,Автомайдан,"вул. Лаврська, 6‎, місто Київ",,,ru,Ukraine,Ukraine,UA
1498403131696287746,@mrl26833 This is one of the parts of our world and we must show what's going on in Europe in the 21st century.,False,0,0,Twitter for Android,2022-02-28 21:02:00+00:00,1360630181535371273,imchriscaro,𝕮𝖍𝖗𝖎𝖘 𝕮𝖆𝖗𝖔 🇺🇦,,,,en,Ukraine,Ukraine,UA
1498403098196332548,@antosique Так вони типу так вирішили побороти свою коропцію ?,False,0,0,Twitter for iPhone,2022-02-28 21:01:52+00:00,1280838844162748417,poltava_xx,Пан Полтава🐱,,,,uk,Ukraine,Ukraine,UA
1498403064138579982,@veraizmaylova41 Недвижка в США решает 😂,False,0,2,Twitter for iPhone,2022-02-28 21:01:44+00:00,14384789,berest770,David,Dnipro/Kyiv,,,ru,Ukraine,Ukraine,UA
1498403033075666946,"@VeraMBergen @SBarutta Putin's troops are terroristPutin is a terrorist just like Osama bin Laden,this is not accep… https://t.co/uYDkYpb7Cl",False,0,0,Twitter for Android,2022-02-28 21:01:36+00:00,1453722485841559556,1648NA33E54,Oleksandr Voloshko,Київ,,,en,Ukraine,Ukraine,UA
1498402995972804619,А інший прикол ти вже зібрав https://t.co/GuJHon2DbO,False,0,4,Twitter for Android,2022-02-28 21:01:27+00:00,368950791,vladscorpy,беймакс,Горлівка - Львів - Київ,,,uk,Ukraine,Ukraine,UA
1498402968571465733,@denkarbk А ми тільки піцуу зпекли. Суки поїсти спокійно не дали.,False,0,1,Tweetbot for iΟS,2022-02-28 21:01:21+00:00,122034233,ArtemKorzh,Бути Українцем це честь.,Ukraine,,,uk,Ukraine,Ukraine,UA
1498402846471069700,@PLACEBOWORLD russian bastard placebo IDI NAHUI,False,0,1,Twitter Web App,2022-02-28 21:00:52+00:00,460352049,MiriamFishman,"євроджавелінівна фіш, фанатка ЗСУ","Odesa, Ukraine",,,in,Ukraine,Ukraine,UA
1498402844810133509,"Severodonetsk, Luhansk region.  Consequences of shelling by the Russian occupiers of the city.… https://t.co/EuYV5PSSZE",False,1,2,Twitter for iPhone,2022-02-28 21:00:51+00:00,1498314815542079488,Ukraine_SID,Ukraine - War - Police - SID,Ukraine,,,en,Ukraine,Ukraine,UA
1498402841785999362,@sempiterlasting Хм. Я думав арту буде чути на все місто. У мене зараз повний спокій,False,0,0,Twitter for Android,2022-02-28 21:00:51+00:00,21739336,cgtr,Пороблено,Чернігів,,,uk,Ukraine,Ukraine,UA
1498402806818123787,"@strugatskaya_s Вы знаете, все-равно, все одинаковые. Любавический Ребе говорил о том, что мы не ведем переговоров… https://t.co/GVWSbiMP4M",False,0,0,Twitter for iPhone,2022-02-28 21:00:42+00:00,14384789,berest770,David,Dnipro/Kyiv,,,ru,Ukraine,Ukraine,UA
1498402806151143431,"@ArmedForcesUkr Putin's troops are terroristPutin is a terrorist just like Osama bin Laden,this is not acceptable t… https://t.co/282hnpaY8S",False,0,0,Twitter for Android,2022-02-28 21:00:42+00:00,1453722485841559556,1648NA33E54,Oleksandr Voloshko,Київ,,,en,Ukraine,Ukraine,UA
1498402771296526348,Коли нарешті прийшов новий прикол з амазону і ти зараз то всьо будеш збирати https://t.co/VuZus9eOKu,False,0,5,Twitter for Android,2022-02-28 21:00:34+00:00,368950791,vladscorpy,беймакс,Горлівка - Львів - Київ,,,uk,Ukraine,Ukraine,UA
1498402708205842432,@terrelljstarr pls retweet! Thanks!,False,0,1,Twitter for iPhone,2022-02-28 21:00:19+00:00,3174045111,mykolska,Nataliya Mykolska,Ukraine,,,en,Ukraine,Ukraine,UA
1498402696541446146,Люди топчик! https://t.co/hGaySAMLvJ,False,2,10,Twitter for Android,2022-02-28 21:00:16+00:00,206151071,nastyaziu,Настьо,Україна,,,uk,Ukraine,Ukraine,UA
1498402620540698630,@iStepanivna @VRSoloviev @Borisich_glass Он пидар,False,0,2,Twitter for iPhone,2022-02-28 20:59:58+00:00,1212481065849257985,CastroUa,CastroUA,Украина,,,ru,Ukraine,Ukraine,UA
1498402617789136910,@fitoniki У нас тоже. Окорока чеченцев делаем. На мангале. https://t.co/SufKRNH4nz,False,0,2,Twitter for Android,2022-02-28 20:59:57+00:00,919050120,Gnatush,O!,Ukraine,,,ru,Ukraine,Ukraine,UA
1498402581638533121,“Intelligence operatives” https://t.co/BL6T0DyAcg,False,0,2,Twitter for iPhone,2022-02-28 20:59:49+00:00,2998950791,GTReporting,George Thomas,"Here, there & everywhere",,,en,Ukraine,Ukraine,UA
1498402449924800522,@alexisgv2 @VRSoloviev 😪🙏,False,0,0,Twitter for iPhone,2022-02-28 20:59:17+00:00,1212481065849257985,CastroUa,CastroUA,Украина,,,und,Ukraine,Ukraine,UA
1498402429771173889,#StandWithUkraine https://t.co/I1jJlHi4j5,False,0,2,Twitter for iPhone,2022-02-28 20:59:12+00:00,1136310298552524800,eva_tats,Eva Tats,Ukraine,,,und,Ukraine,Ukraine,UA
1498402402906652682,"02/28/2922 During the GRAD attack on a residential area of ​​Kharkiv, a family died in a car.
All this during negot… https://t.co/Q2futrCCkB",False,3,2,Twitter for iPhone,2022-02-28 20:59:06+00:00,1498314815542079488,Ukraine_SID,Ukraine - War - Police - SID,Ukraine,,,en,Ukraine,Ukraine,UA
1498402353145430017,"La despedida entre lágrimas de Román de su mujer Nadia y del pequeño Artem ""No me queda otra que ir a la guerra"": m… https://t.co/THQcERL1qZ",False,32,91,Twitter for iPhone,2022-02-28 20:58:54+00:00,269300427,NikoCastellano,Nicolás Castellano,ESPAÑA,,,es,Ukraine,Ukraine,UA
1498402350117048321,@SweetAjaja @andante_sen Що за фейк? На кордон пускають з тваринами,False,0,0,Twitter for Android,2022-02-28 20:58:53+00:00,124833749,stok_01,Раб Лампи,Львів,,,uk,Ukraine,Ukraine,UA
1498402318743744520,"Увага! 

Харків!

Комендантська година з 16:00 28 лютого до 06:00 1 березня.

Будьте уважні!!!",False,1,2,Twitter for iPhone,2022-02-28 20:58:46+00:00,4112753783,ArtemFysun,Artem Fysun,,,,uk,Ukraine,Ukraine,UA
1498402277345964032,@234833jenya @rosakatzman @ServiceSsu,False,0,0,Twitter for Android,2022-02-28 20:58:36+00:00,919050120,Gnatush,O!,Ukraine,,,und,Ukraine,Ukraine,UA
1498402272103235584,"И людей
Мирных, добрых, но в чем не винных людей https://t.co/BKzrZuyhqh",False,0,1,Twitter for iPhone,2022-02-28 20:58:35+00:00,586585426,AnnaBessonov,Δβ,Here am I,,,ru,Ukraine,Ukraine,UA
1498402215232479233,"На 21:00 28 лютого: ""Привид Києва"" поклав 18й літак ворога і шле всім привіт! 

Удачі жовто-блакитна ластівко! 🇺🇦",False,32,72,Twitter for iPhone,2022-02-28 20:58:21+00:00,4112753783,ArtemFysun,Artem Fysun,,,,uk,Ukraine,Ukraine,UA
1498402188498030602,"якби мені хтось у 2018 році сказав, що я в 2022 році неіронічно сідатиму за перегляд Слуги народу, то я би зареготала цій людині в обличчя",False,1,98,Twitter for iPhone,2022-02-28 20:58:15+00:00,705743976977014784,LHopppe,уже з брекетами 🇺🇦,Дикий Захід,,,uk,Ukraine,Ukraine,UA
1498402118985830408,#НоваяАватарка https://t.co/KQbcpq2zKK,False,0,0,Twitter for Android,2022-02-28 20:57:58+00:00,1472534601084117005,SlavikTkac,Славик Ткач,Украина Odessa UA,,,und,Ukraine,Ukraine,UA
1498402104339316738,@PLACEBOWORLD are u ohyiv? they kill us!,False,0,1,Twitter Web App,2022-02-28 20:57:55+00:00,460352049,MiriamFishman,"євроджавелінівна фіш, фанатка ЗСУ","Odesa, Ukraine",,,en,Ukraine,Ukraine,UA
1498402087775969280,Please save us from the eastern side western sides are safe…. First save us from the eastern side…..our lives are i… https://t.co/SdBRphGEQl,False,0,0,Twitter for iPhone,2022-02-28 20:57:51+00:00,1431247048519532547,_subhrastar_,subhranil dey,,,,en,Ukraine,Ukraine,UA
1498402082604335105,"""⚡️ Since the invasion started Russia has launched 113 items of short-range """"Iskander"""" and 'Kalibr"""" missiles, ta… https://t.co/bgqwGj710N",False,0,0,Twitter for iPhone,2022-02-28 20:57:50+00:00,1378558475542933504,kinopointua,Kinopoint,Украина,,,en,Ukraine,Ukraine,UA
1498402047707820038,"Кончене блять Сто. В місті не вмикають вуличне освітлення. 
Я стріляти не вмію, я вам прийду палкою той ваш ліхтар… https://t.co/qdVuEPqShQ",False,2,24,Twitter for Android,2022-02-28 20:57:41+00:00,291861363,UaArtem,Пухнастий українобот 🇺🇦⚓️,Одесса,,,uk,Ukraine,Ukraine,UA
1498401994918219785,#Ukrainian Ambulance shot by #russian army. #russiainthehague #russiancriminal https://t.co/R4oV8ESRGY,False,1,0,Twitter for iPhone,2022-02-28 20:57:29+00:00,1136310298552524800,eva_tats,Eva Tats,Ukraine,,,en,Ukraine,Ukraine,UA
1498401965264588809,"Гей, стріляй моя рушниця, щоб почула моя киця, 
Неня моя Чорна Гора, гей, гей-гей. https://t.co/DP5VW47iaH",False,5,34,Twitter for Android,2022-02-28 20:57:22+00:00,21739336,cgtr,Пороблено,Чернігів,,,uk,Ukraine,Ukraine,UA
1498401964572524544,"@Julia63610268 Звісно, що доживете!",False,0,2,Twitter for iPhone,2022-02-28 20:57:21+00:00,705743976977014784,LHopppe,уже з брекетами 🇺🇦,Дикий Захід,,,uk,Ukraine,Ukraine,UA
1498401941365268481,"@Roman6718599467 Это 2014-2021 Донбасс, я правильно понял ?",False,0,0,Twitter for Android,2022-02-28 20:57:16+00:00,402598314,villich51,Владимир Донецкий,Донецк,,,ru,Ukraine,Ukraine,UA
1498401908331102212,Duygularımı nasıl anlatacağımı artık bilmiyorum. Şimdi uyumaya çalışacağım. Gece 3 te nasılsa patlama sesleriyle yi… https://t.co/XRyGMmekdU,False,26,418,Twitter for iPhone,2022-02-28 20:57:08+00:00,1012077007,Berkaykalyoncu,Berkay Kalyoncu,"Kharkov,Ukraine",,,tr,Ukraine,Ukraine,UA
1498401897220395015,плацебо мудень. рекомендую не слухати більше цей пиздець https://t.co/k6MpgSO1QJ,False,0,5,Twitter Web App,2022-02-28 20:57:05+00:00,460352049,MiriamFishman,"євроджавелінівна фіш, фанатка ЗСУ","Odesa, Ukraine",,,uk,Ukraine,Ukraine,UA
1498401820061880325,"NEW DROP🇺🇦‼️
I minted 3 more works of my collection “Roads Whispering” on @KnownOrigin_io. 
I did these pictures on… https://t.co/5WLdictkKD",False,20,67,Twitter for iPhone,2022-02-28 20:56:47+00:00,1410882423513100288,IrinAngles,Irina ⚫️🔲▪️,Украина,,,en,Ukraine,Ukraine,UA
1498401761467449348,"@VSkullfield @JPHughes19 @baltcoin @ASBMilitary Bring some evidence of genocide. That’s a lie. But you know, what’s… https://t.co/hnTLRU7cpt",False,0,0,Twitter for iPhone,2022-02-28 20:56:33+00:00,818235880267718657,kos_kov,Constantine,Украина,,,en,Ukraine,Ukraine,UA
1498401719214034958,This bloody crime of Putin's regime is a blatant violation of the international humanitarian law violation that nee… https://t.co/didxTHPLMm,False,1,2,Twitter for iPhone,2022-02-28 20:56:23+00:00,3174045111,mykolska,Nataliya Mykolska,Ukraine,,,en,Ukraine,Ukraine,UA
1498401716605173765,"Commander in Chief of @GeneralStaffUA Lieutenant General Zaluzhnyi. 
Since the beginning of an uncovered invasion,… https://t.co/RoWiDgg6Tl",False,2,5,Twitter for iPhone,2022-02-28 20:56:22+00:00,3174045111,mykolska,Nataliya Mykolska,Ukraine,,,en,Ukraine,Ukraine,UA
1498401716575911939,"@APolux Лол, я б на її місті не вийобувався, а валив би подалі",False,0,7,Twitter for Android,2022-02-28 20:56:22+00:00,742841183244845061,yCBETPI,хлопець у светрі (з пошкодженням),Україна,,,uk,Ukraine,Ukraine,UA
